nomor_ulasan,nama_seller,ulasan_pembeli,kelas _sentimen,,,,,,
761,Jakarta Belanja Seru,"Paketnya cepet bgt sampe, pesen tgl 23,, tgl 25 nya udah sampe padahal estimasi pengirimannya tgl 29-4. Barangny juga mulus cuma penyok sedikit d kardus kemasannya, tapi ga pengaruh ke botol d dalemnya. semoga jodoh promilnya berhasil. Tks lazada",positif,,,,,,
762,Jakarta Belanja Seru,"respon penjual good, paking baik, produk masih dlm proses pemakaian semoga sesuai bisa menghilangkan lice nya... pengiriman jne 4 hari..",positif,,,,,,
763,Jakarta Belanja Seru,"Barang oke dan sesuai sama deskripsi. Pengirimannya juga cepet banget, sehari nyampe. Cuma agak kurang tajem sedikit, mungkin kelamaan di gudang kali ya. But overall puas banget. Terima kasih Lazada...",positif,,,,,,
764,Jakarta Belanja Seru,"Produk baru saja tiba, lgsung d coba, kemasan imut, mungil banget, alhamdulillah Original, wanginya lembut, thanks LAZADA and SELLER",positif,,,,,,
765,Jakarta Belanja Seru,"sdh saya terima tetapi tidak sesuai pesanan di gambar lazada squisinya banyak tetapi yang dikirim cuma satu, membuat konsumen kecewa...",negatif,,,,,,
766,Jakarta Belanja Seru,"kecewaaaaa banget beli banyak 2 yg pecahhh bisaaa dreturrr ga sihhhh , tgl ya kali bisaaa mau direturrr ni ...",negatif,,,,,,
767,Jakarta Belanja Seru,Satu paket gak taunya cuma satu biji....udah gitu kecil banget nyesel udah beli pokoknya nyesel banget ufah gitu jelek,negatif,,,,,,
768,Jakarta Belanja Seru,"Ternyata KW nya Urban Decay, kuasnya pas 12. Salah satu kuas ada yg terpotong bulunya sedikit jadi panjangnya tinggal 2/3 normal (seperti kepotong). Bulunya lumayan, tp bahannya tidak sebagus ekspektasi, kurang halus. Pernah beli dengan harga sama tp bulunya jauh lbh halus, tp beda tipe, merk, dan tanpa kotak. Thanks utk pengiriman yg cepat! :)",negatif,,,,,,
769,Jakarta Belanja Seru,Barangnya bagus dan sesuai gambar. Pengirimannya cepat. Pakingnya rapih.. Like it! Mau pesan lagi nanti kalo habis. Makasih lazada,positif,,,,,,
770,Jakarta Belanja Seru,"Sukak bangetttt pokkokknya kalo bayar di tempat suka pengirimannya cepet padahal mesen malam rabu datengnya jum*at siang ,thx you lazada semoga banyak barang yang bisa di bayar di tempat ya",positif,,,,,,
771,Jakarta Belanja Seru,barang sampai dlm wktu 3 hr.. aq pakai dlm waktu seminggu udh kliatan khasiatnya.. :) muka jd lbh bersih.. thx lazada,positif,,,,,,
772,Jakarta Belanja Seru,"sudah diterima.pengiriman cepat minggu pesan senin nyampe barangnya,,terima kasih lazada",positif,,,,,,
773,Jakarta Belanja Seru,Pengiriman tepat waktu. Packing rapi. No cacat buat barangnya. Berat badan ku udh turun 2kg minum 3hari. Minum 2kali sehari. Hehehe. Sukses terus lazada!,positif,,,,,,
774,Jakarta Belanja Seru,Produknya memuaskan banget dengan harga yg terjangkau. Oval brushnya lembut banget dan mudah di apply ke wajah. Barangnya jg cepet sampai sm kyk estimasi yg di perkirakan. Suka belanja di lazada cepet dan pasti barangnya,positif,,,,,,
775,Jakarta Belanja Seru,"Mantap lazada, puas banget pesananku dtg sesuai digambarnya free bonusnya. Packingny jg oke rapi banget. Mksh lazada",positif,,,,,,
776,Jakarta Belanja Seru,"Produk baru saya trima, cek validity ternyata sdh kadaluarsa. Bonus masker dikasih exp 2016 dan masker mud exp June 2017. Reseller kamu jual produk yg tidal layak utk konsumen!!!! Sebenarnya 1 * pun tdk pantas!!",negatif,,,,,,
777,Jakarta Belanja Seru,"Barang sudah sampai ,sedikit kecewa,tidak tertera cara pemakaiannya ,penjelasan tidak sesuai,utk penumbuh rambut ternyata penumbung jambang.trims",negatif,,,,,,
778,Jakarta Belanja Seru,"Bagusss banget..aku pertama kali pake yg powder sempat ragu tp ternyataa barangnya bagus..,warnanyaa natural..",positif,,,,,,
779,Jakarta Belanja Seru,"Eyelinernya istri suka,selain tahan lama... Juga hemat murah meriah.lumayan untuk koleksi kosmetik super hemat. Thx lazada...Semoga makin sukses... Semoga kurir lazada sllu diberikan kesehatan dan leselamatan dlm bertugas mengantarkan paket kiriman pesanan ke customer.amin",positif,,,,,,
780,Jakarta Belanja Seru,"Kemasan eye liner bocor dan luber mengenai bedak dan maskaranya... Kecewa, tak terpakai. Malas urus pengembalian, ribet.",negatif,,,,,,
781,Jakarta Belanja Seru,"Pas habis stengah botol,ga ada prubahan malah bruntusan ku nambah banyak dan mukaku jadi kusam dan kering banget",negatif,,,,,,
782,Jakarta Belanja Seru,"Pesan 5 btl. Yg 2 pecah.udah pake bubblewrap sih,cm syg ny g d bungkus rapi.bagian bwh g terlindungi.pecah,kardus robek,g bs d kembalikn krn bungkus asli rusak parah.baru ini terima brg hancur bgini",negatif,,,,,,
783,Jakarta Belanja Seru,Catokan ny lumayan bagus...panas ny bagus rambut ku jd lurus seketika...sangat membantu...makasih JBS dn Lazada,positif,,,,,,
784,Jakarta Belanja Seru,Thanks seller. Pengiriman nya kilat. Produk nya high quality. Repurchase soon! Kalo ada yg ngasih ulasan soflens nya perih dkk itu karena mrk make nya kebalikk sodara sodara :),positif,,,,,,
785,Jakarta Belanja Seru,"produk tidak sesuai judul, punya saya made in india - tidak ada segel dalamnya - tidak ada expired hanya kode produksi - produk berwarna putih (katanya yg ori kuning) - produk tidak berbau (good) Jadi ragu make nya",negatif,,,,,,
786,Jakarta Belanja Seru,Judul krim me now ..tp pas nyampe brgnya gada label. Cuma komposisinya aja.. Untuk kuas dipegang lembut sih tp blm diaplikasikan. Kalo krimnya gada mereknya..ga usah dicantumin krim me now dong..,negatif,,,,,,
787,Jakarta Belanja Seru,"Baru pertama kali kecewa belanja d lazada,,,krn baru pertama belanja barang tidak sesuai dg yg tertera (yg d jual d etalase toko penjual). Dari pilihan warna hingga bentuk nya,,,d kotak pilihan saya memesan warna biru gambar Doraemon d kirim warna hijau gambar minnie mouse,dan bentuk tutup termos model berbeda dg yg d pajang d etalase toko.nih toko not recommended",negatif,,,,,,
788,Jakarta Belanja Seru,"min masa barang yang dianter beda ya sama yang di gambar, padahal ekspetasinya mah sama , ada cacat di bagian belakang jam",negatif,,,,,,
789,Jakarta Belanja Seru,Barang yang sampai tidak sesuai seperti gambarnya. Digambar produk menow tapi yang datang tidak ada merknya sama sekali.,negatif,,,,,,
790,Jakarta Belanja Seru,Setelah Di buka Barang sudah bocor dan isinya habis.. Kemasan sdh rusak. Sy minta Barang diganti yg baru. Yulia,negatif,,,,,,
791,Jakarta Belanja Seru,"isi sabunnya keluar smw sampe habis d dlm paket,padahal blm kebuka,tp dah ga berbentuk n dah gada isi d tubenya....paraahh bgt....ga iyesss....",negatif,,,,,,
792,Jakarta Belanja Seru,Muka aku gk jerawatan... hbs pke ini langsung nongol belasan jerawat di dahi dan dipipi.. bkin malu ke tempat kerja.. hancur muka aku :(,negatif,,,,,,
793,Jakarta Belanja Seru,Produknya bagus n sesuai kuasnya lembut n sponge ny bgs Untuk contour palettenya sangat bagus cocok di muka ud 3x pake gk menimbulkan iritasi n alergi atau kerusakan muka Overall bagus next kalo pesen lg kualitas msh sama. Pertahankan!,positif,,,,,,
794,Jakarta Belanja Seru,"Barangnya sdh sy terima, cepat banget sampenya. Pdhl baru 2 hari pesannya. Packingnya rapi. Tinggal nunggu brg pesanan yg 2 lagi. Ga kapok belanja d lazada. mdh2an bermanfaat. Haturnuhun lazada...",positif,,,,,,
795,Jakarta Belanja Seru,"Barang sudah sampai dengan selamat, sangat cepat pengirimannya.. Maskara bagus tidak menggumpal.. Terdapat tgl expirednya juga.. Terimakasih seller & lazada",positif,,,,,,
796,Jakarta Belanja Seru,"aku pake COD. pesanan sampai sesuai tgl. barang di wrap rapih, pake buble2 juga jadi kaleng nya gak penyok, kuas di dalamnya juga aman. 12 brushnya bagus, lembut! warna juga bagus! sayangnya gak ada blending brush, kirain termasuk dalam 12 itu. jadi mesti beli lagi terpisah, dan belum tentu nemu yg sama ukurannya biar bisa masuk dalam 1 kaleng yg ini.",positif,,,,,,
797,Jakarta Belanja Seru,"Barangnya udah nyampe, pack nya rapi, barangnya beneran Ada 5 botol... Sbelumnya aku udah pernah pake bagus, memuaskan banget... Tapi yg gold masih bum coba, semoga aja memuaskan... Aku cuman ngasih Saran sama lazada, coba bagi pelanggan tetapnya lazada yg belinya lebih dari 3barNg dikasih gratis apa kek. Biar kita lebih nyaman membeli di sini",positif,,,,,,
798,Jakarta Belanja Seru,"Kirain saya paletnya kecil, ternyata gede, packingnya rapi, ga ada yg ancur, prosesnya sehari . Kuasnya juga bagus, Pokonya keren lazada .",positif,,,,,,
799,Jakarta Belanja Seru,Kemarin itu pesan langsung 3 botol krn pernah pakai produk ini dan mmg bagus. Tp sayang 1botol bocor jd isinya kosong :(,negatif,,,,,,
800,Jakarta Belanja Seru,"Barang cepat sampai tpi hasilnya sangat jelek gk lurus sama sekali ,mengecewakan lah seperti sisir biasa aja",negatif,,,,,,
801,Jakarta Belanja Seru,"Packingnya bagus, barangnya cepat datang, bru skali dicoba barangnya bagus, smoga kedepannya awet. Makasih Lazada",positif,,,,,,
802,Jakarta Belanja Seru,"barang yg dikirim asli, sehingga sangat efektif pada saya, kalau beli diluar tetap berasa lapar, ga ada efek apaapa. harganya murah , barang cepat sampai. thanks lazada!",positif,,,,,,
803,Jakarta Belanja Seru,"Puas banget belanja di lazada. Catokanya praktis di bawa kemana mana, cepet panas, dan berguna banget. Makasih",positif,,,,,,
804,Jakarta Belanja Seru,"Barangnya yang dateng rusak! Pegangannya patah dan patahannya ngga ada (Berarti yg dikirim memang sudah rusak, bkn krn pengiriman). Di judulnya bear, yg dateng frog. MENGECEWAKAN!",negatif,,,,,,
805,Jakarta Belanja Seru,Aku sama keluarga ku dah pake maskernya emang rasa maskernya tuh di muka kayak ada mint2 nya gituh terus dingin lg... pokok nya suka bgt... aku mau pesen lg nanti kalau dah habis. Thanks lazada. Saya harap lazada gak pernah ngecewain pembelinya,positif,,,,,,
806,Jakarta Belanja Seru,"Overall rapih dan barangnya bagus , langsung saya coba , dan pengiriman barang sesudah saya pesan hanya 22 jam sampai di rumah , thanks lazada.",positif,,,,,,
807,Jakarta Belanja Seru,Paket sudah tiba tepat waktu dan sangat rapi Semoga berkhasiat untuk menyuburkan rambutku. Mohon bantuan doa :),positif,,,,,,
808,Jakarta Belanja Seru,"Brng tdk sesuai,dilazada tertulis 5 pcs random,yg dikirim 5 pcs sama semua,kepada lazada lbh selektip dong trhdp toko rekanan,spya konsumen tdk kecewa dan pindah ke toko onlie lain yg lbh dipercaya",negatif,,,,,,
809,Jakarta Belanja Seru,"Nyesel banget sih beli sampo ini bikin rambut kaya sapu ijuk kaku banged, cuma make 3 kali sisanya dipake buat nyuci motor. krna aku kasih suami,suami jg ga mau make",negatif,,,,,,
810,Jakarta Belanja Seru,"Bulunya halus + gak bau cat + gagangnya kokoh + packingnya rapih, brushnya diplastikin satu satu + sampenya cepet - bulunya ga trlalu padet buat apply foundation - bentuk brush eyeshadownya mirip - brush eyeshadownya gede bgt - warnanya ga sebagus di gambar But overall ga kecewa sama barangnya. Suka banget",positif,,,,,,
811,Jakarta Belanja Seru,"Gila bener, udah murah, cepet, barangnya bagus lagi, recomended dah buat kalo yang beli, gausah takut salah beli, ini bagus banget",positif,,,,,,
812,Jakarta Belanja Seru,"Barangnya cepat sampai.. Malam pesan esok siang lsg sampai.. Sdh pakai 3 hari langsung terlihat perubahannya,, bekas jerawat memudar dan kulit lebih cerah dan lembab.. Thx lazada..",positif,,,,,,
813,Jakarta Belanja Seru,"Barang nya tidak Bagus, kecewa sama lazada, terhubung tetapi speker nya gk ada suara nya bos, gmna cara retur nya... Tlong ksih tau trims",negatif,,,,,,
814,Jakarta Belanja Seru,"pantesan murah banget cuma 26rb ternyata yg dikirim abal"" produk udah gk bersegel di bagian tutup kedua di dilapisi pake selotip,airnya keruh baunya aneh, kalo jualan yg bener dong jgn cuma cari untungnya aja",negatif,,,,,,
815,Jakarta Belanja Seru,Tolong sebelum di kirim cek dulu dong ini saya pesan dua ngak bisa kepake dua2 nya gmna cara nya lagi ni tolong penjelasan nya,negatif,,,,,,
816,Jakarta Belanja Seru,"Sy liat di gambar ada bologram anti fake, tapi pas dateng barang, eh ga ada hollogram. Kecewa takut palsu",negatif,,,,,,
817,Jakarta Belanja Seru,Suka bgt bgt bgtttt bagus barangnya rapih ga berantakan jg pas diterima. Pengiriman jg cepet kok. Recommended seller bgt!,positif,,,,,,
818,Jakarta Belanja Seru,"Makasih barangnya sudah sampai kemarin sore, pas dibuka memang sih ukurannya kecil tapi pas dipake malem besoknya bibir pecah2 ku udah rada membaik.. Recommended bgt deh buat kalian yang punya bibir pecah2",positif,,,,,,
819,Jakarta Belanja Seru,Pengirimannya cepat . kondisi barang bagus rapih banget . brushnya alus banget ga nyesel beli ini,positif,,,,,,
820,Jakarta Belanja Seru,Saya merasa kecewa dengan olshop ini. Saya membeli shampo kuda dan juga minyak kemiri. Saya pun membuka kemasan nya yang tertutup rapi dan mecobanya. Setelah saya coba ternyata tercium aroma minyak jelantah yg menyengat. Saya cukup tau membedakan mana aroma minyak kemiri dan mana aroma minyak jelantah.,negatif,,,,,,
821,Jakarta Belanja Seru,mksh bnyk Lazada barang yg dipsen sdh nyampe.. ga hrs Menunggu Lama.. produk yg sy psen diLazada sm sprti yg sy bli ditoko kosmeik,positif,,,,,,
822,Jakarta Belanja Seru,"Kemarin pesan,eh hri ini dtng, tangks lazada pelayanan ny ramah, bungkusan ny rapih, mudah""an sabun ny cocok ya, terima kasih JBS pure soap",positif,,,,,,
823,Jakarta Belanja Seru,"barang sesuai jadi pengen order trus, bb naik perlahan pengiriman cpt, blm estimasi pengiriman tp brng sudah sampai duluan.",positif,,,,,,
824,Jakarta Belanja Seru,"Makasih buat seller dan lazada, barang cepat sampai dan packingan rapi, kurir pun ramah. Untuk kualitas belum dicoba mudah mudahan cocok :)",positif,,,,,,
825,Jakarta Belanja Seru,"Barang mantap, nyampe nya juga cepat untuk CoD, pesen senin sore, rabu siang sudah sampai, thanks lazada",positif,,,,,,
826,Jakarta Belanja Seru,"kualitas lumayan untuk ukuran harganya. pengemasannya baik dan pengiriman relatif cepat. teksturnya creamy, mudah diaplikasikan dan ukuran lebih kecil dari ekspektasi saya",positif,,,,,,
827,Jakarta Belanja Seru,"Kuasnya sudah sampe, 3 hari setelah saya pesan. Lebih cepet dari waktu yang diperkirakan. Gagang dan bulu kuasnya terbuat dari bahan plastik. Tapi bulunya halus. Gak nyesel ko, makasih ya buat penjual & lazada..",positif,,,,,,
828,Jakarta Belanja Seru,"Saya ragu lipstick.a ori atau tidak soal.a serpihan emas.a dikittt bgt, and ga tahan lama, dipake buat makan ilang, kadang klo hbis minum bibir berasa pait, lipstick juga tidak terlalu transparan, agak keruh, saya pesan buat teman saya punya teman saya serpihan emas.a banyak, terus bening juga, wangi tetap sama, tapi masih ragu, searching d google hasil.a nihil",negatif,,,,,,
829,Jakarta Belanja Seru,"Maskernya berbau tidak wangi atau ini palsu kah'?? Baru kali ini saya kecewa, maskernya cair dan berbau. Tidak eangi sperti masker naturgo biasanya...",negatif,,,,,,
830,Jakarta Belanja Seru,Saya agak kecewa... Ternyata ndak sesuai iklan... Entah ini kw atau bagaimana... Di iklan.... Bisa taruh gelas... Dan faktanya HIAX,negatif,,,,,,
831,Jakarta Belanja Seru,"Terima kasih Lazada + JBS barang sdh terima,pegiriman cepat kurir ramah,barang oke baget,di pakai ya nyaman padahal baru pertama kali pake softlens. Di tunggu warna lain + discon ya.",positif,,,,,,
832,Jakarta Belanja Seru,Kiriman nya cepat sampai. Masker asli dan bagus banget. Masih ditambah bonus masker mata. Thanks Lazada & seller,positif,,,,,,
833,Jakarta Belanja Seru,"Produk bagus, murah, pengiriman sangat cepat. Ada security code. Pasti aman dan terjamin keasliannya. Karena kalo barang yg sudah dipakai atau palsu tidak akan ada codenya di website. Maka kalo barang udah sampai, tolong masukin codenya di website. Recomended product bro and sist!",positif,,,,,,
834,Jakarta Belanja Seru,"barangnya udah sampai, bahkan lebih cepat dari yang di perkirakan lazada. suka banget dgn harga dan kualitas barangnya :)",positif,,,,,,
835,Jakarta Belanja Seru,"Sungguh sangat mengecewakan,make upnya rusak,patah dan lama sampainya . Klu patah Seperti ini apa bisa dikembalikan??? Tidak sesuai pesanan kecewa banget",negatif,,,,,,
836,Jakarta Belanja Seru,"Gak jd bintang 5'y,, ternyata stlh dpakai kurang nyaman.. Pas dpakai tdk lgsg menempel n jd burem saat melihat",negatif,,,,,,
837,Jakarta Belanja Seru,"Kuasnya emang kecil kayak biasa dipake di tutorial makeup kok, bulunya halus. Makasih lazada+shopnya",positif,,,,,,
838,Jakarta Belanja Seru,"Barang asli tapi murah, seminggu minum sudah turun 2 kg semoga bisa terus memberikan hasil yang memuaskan",positif,,,,,,
839,Jakarta Belanja Seru,"Pengiriman tepat waitu, kurirnya ramah dan asyiik...produknnya oke sesuai dgn pesanan tdk mengecewakan jg dan yg paling top bs byr dibtempat..",positif,,,,,,
840,Jakarta Belanja Seru,Barang yang dtg real pic dan packing sngat baguss ... pengiriman barag juga sangat cepat ... mantapp bangett... thanks lazadaaa,positif,,,,,,
841,Jakarta Belanja Seru,ini prodak bagus banget walau murah sama lah kualitas ya kaya yg mahal...... dan pigmen bngt... serius harus beli,positif,,,,,,
842,Jakarta Belanja Seru,"Kurir lazada selalu ramah dan komunikatif, shampo alhamdulillah di rambutku yg super super berminyak sama kayak mukaku, bisa enak dirambut sampe seharian bikin rambut gak lepek, biasanya pagi shampoan sore sudah lepek. Tapi shampo ini baik di rambutku",positif,,,,,,
843,Jakarta Belanja Seru,"Pertama saya pesan 1 dulu buat coba-coba , rupanya bahannya bagus jadi saya pesen lagi 2 . puas banget",positif,,,,,,
844,Jakarta Belanja Seru,"Terimakasih lazadah. Pngiriman bagus dan cepat saya puas, udah sekian kali pebelian di lazada puas semua, TQ",positif,,,,,,
845,Jakarta Belanja Seru,"Barang dateng dgn selamat... tidak ada yg ancur sama sekali. Di bungkus pake kardus,. Warnanya bagus bgt... Sangat rekomen deh pokonya. Makasih lazada n JBS",positif,,,,,,
846,Jakarta Belanja Seru,Bagus bgt baru pesan 2hari yg lalu barang nya ydh sampai makasih JBS dan lazada kurir nya juga ramah...,positif,,,,,,
847,Jakarta Belanja Seru,"Pesanan datangnya lumayan cepat,dan barangnya memuaskan bangett.. dan barang yg freenya juga lucu dan bagus,tingkatkan lagii biar lebih bagus lagi..",positif,,,,,,
848,Jakarta Belanja Seru,"gimana nih cara ngembaliin,y yg satu bagus yg 1 lagi rusak saya kecewa sama barang yg 1 jangan ngecewain soalnya udah jd pelanggan setia lazada",negatif,,,,,,
849,Jakarta Belanja Seru,Parah sih ya isi nya tuh kaya udah dipakai dikit padahal kemarin beli 2 dan disamakan berat dan isi jauh beda bgt saya ada buktinya kalau saya pernah pesan 2 sekaligus,negatif,,,,,,
850,Jakarta Belanja Seru,"cakep banget,, pengiriman cepet. barang g kalah sama yg mahal, dapet 3 pcs warna pink pula!! bahannya lembut, beda dengan yg ada di kaki lima. top markotop deh",positif,,,,,,
851,Jakarta Belanja Seru,"Bulu brush nya halus dan padet banget. Berharap gak cepet rontok bulunya. Sampe lebih cepat dari estimasi, dan puas banget thx ya Lazada and Reseller?",positif,,,,,,
852,Jakarta Belanja Seru,Karna lembut d rambut dan banyak busa nya.saya berharap khasiat dr shampoo ini benar2 terjadi pada rambut saya,positif,,,,,,
853,Jakarta Belanja Seru,"Barang udh nyampe, tapi beda sm digambar, ngg nyaman pula dipakainya.. Merasa, tertipu!, kalo jualan yg jujur dong! Kecewa beli ditoko ini",negatif,,,,,,
854,Jakarta Belanja Seru,"Bagus suka sekali, klo bisa cara nya mengaplikasikan nya di wajah hasil nya tampak sempurna seperti make up mahal wah.... mantap Thank's lazada puas banget",positif,,,,,,
855,Jakarta Belanja Seru,"Barang bagus, sesuai dengan perkiraan, harga gak mahal, warna juga sesuai.",positif,,,,,,
856,Jakarta Belanja Seru,harga standar. kemasan gak pake kardus cuma bubble aja trus pake kresek hitam.... sampe barang gak bisa dipake.... gak detect sama sekali,negatif,,,,,,
857,Jakarta Belanja Seru,"Produknya gak bisa dipakai. Karenabotolnya pecah, isinya tumpah semua :( padahal pengen banget nyoba.",negatif,,,,,,
858,Jakarta Belanja Seru,Barang yang saya terima kok gak ada oval brush nya sih? Kalau memang tak ada kenapa digambar dicantumin oval brushnya. Sedikit kecewA,negatif,,,,,,
859,Jakarta Belanja Seru,"Aku suka dengan serum ini, kelihatan maksimal sekalin muka ku glowing",positif,,,,,,
860,Jakarta Belanja Seru,barang oke..gosok dikit aja d tangan udah berbusa..cocok di kulit saya yg berminyak...thx lazada,positif,,,,,,
861,Jakarta Belanja Seru,"Packing rapi, dan cepat sampai barang nya wangi dan kental baguss deh sesuai gambar ..terimakasih lazada saya suka",positif,,,,,,
862,Jakarta Belanja Seru,Woy jual produk yg bagus donk kualitas nya.udh sbulan lebih hasil ga ada malah muka kelihatan kusam.mending ga ush di masukin lazada cuma bisa mengecwakan konsumen setia lazada...dari kemasan pertama dtg hancur lebur ga rapi..awas klo terulang lagi....,negatif,,,,,,
863,Jakarta Belanja Seru,"Busyet dhe ini sabun kok kyak di gigit tikus,mana udah kebuka lg dari kemasannya,udah gak layak di pake sama sekali,niat jualan gk si,kalau mau jualan yg bersih apa,saya sudah biasa langganan di lz masa di kecewain bgini kan gk bagus,untuk yg mau beli jgan sekali2 beli di toko ini,ketauan bener niat gak baik jualannya,massa sabun udah kebuka dari kemasan,kalau bisa saya kirim foto saya kirim bukti bahwa beneran gak layak",negatif,,,,,,
864,Jakarta Belanja Seru,"Ga sesuai gambar, produk palsu yang dikirim. Made in india. Emang semua sama aja khasiatnya, tapi untuk yg ini PALSU. saya udah cek : ) website resmi vaseline adalah vaseline.co.id tapi disini vaseline.com. Kalo yg asli ada pelastik alumunium di dalemnya, ini gak ada, gak ada info expired nya. Pokoknya tulisan di gambat tsb sama yg asli berbeda : ) saya ga pernah nulis ulasan setiap beli di lazada, dan baru kali ini saya nulis karena kecewa. : )",negatif,,,,,,
865,Jakarta Belanja Seru,"saya dapatnya barang yang rusak gak bisa dipakai,saya kesel dapat barang yg rusak akhirnya saya buang tempat sampah.pesan saya klo bisa lazada dipilih2 yg bener utk vendor2nya jadinya mengecewakan pelanggan setia lazada.kayak begini bisa pindah ke belanja online yg benee2 tdk mengecewakan pembeli",negatif,,,,,,
866,Jakarta Belanja Seru,Alhamdulillah kuasnya udah sampe...Bagus..Lembut juga bulu bulunya...Dapet warna hijau,positif,,,,,,
867,Jakarta Belanja Seru,makasih lazada pesanan saya sudah sampai packingnya bagus dan barangnya juga bagus,positif,,,,,,
868,Jakarta Belanja Seru,"saya sudah pake serum kinclong ini, kembali bersinar deh wajahku ini",positif,,,,,,
869,Jakarta Belanja Seru,"Wajah terasa rileks, saya sudah memakai 2 botol dan sekarang sedang pemakaian botol ke 3",positif,,,,,,
870,Jakarta Belanja Seru,top markotop deh 1 hr brng smpi TKP..packing ny jg top markotop smpi dgn selamat dan komplit.mksh bnyk..rekomen bngt tokonya..tx jg bt lazada,positif,,,,,,
871,Jakarta Belanja Seru,"saya baru sadar ternyata barangnya palsu, kalo yang asli didus pas pembukanya ada tulisan Hanasui tapi ini mah gaada. kecewa padahal udah niat banget mau jdi langganan",negatif,,,,,,
872,Jakarta Belanja Seru,"Barang sudah sampai,,datang cepat bgt pesan kmrn sore siang ini datang,,kondisi barang ok isi'y jg full ( 10 pic ) mksh ya mas kurir walau hujan""an ttp antar barang saya",positif,,,,,,
873,Jakarta Belanja Seru,"Barang oke, ini recomend yaa sy cocok seger bgt abis pake ini ga perlu pake bedak lg sprtinya juga oke kok",positif,,,,,,
874,Jakarta Belanja Seru,Barangnya sampai lebih cepat.. aku suka sekali sama packing nya rapi banget.. pokoknya mantap.. Trimakasih lazada.,positif,,,,,,
875,Jakarta Belanja Seru,Barangnya Ori bikin muka glowing dan kenyal. Pengirimannya juga cepat. Pokoknya keren sekali pesan di Lazada.,positif,,,,,,
876,Jakarta Belanja Seru,Masak ketiba barang sudah sampe. Bungkusnya dah rusak. Mohon di perhatikan lagi. Kalau gini kan banyak yang kecewa,negatif,,,,,,
877,Jakarta Belanja Seru,Barang beda sama yang di gambar.di gambar bulet dtng nya prisma trus warna nya juga agak coklat.. tapii mudh2n ccok lah Saya jadii ragu untuk belanja di lazada lagii,negatif,,,,,,
878,Jakarta Belanja Seru,"kecewa ! saya pesan 1 Tapi datang nya malah 2. padahal saya gak mesan 2 ,udah gitu kurir nya gak mau tanggung jawab !",negatif,,,,,,
879,Jakarta Belanja Seru,"Sungguh mengecewakan ga usah jualan online aja jualan di kaki lima sana , ngaca kalau diri nya ga bener duh plis deh otaknya loh taruh mana!!!!",negatif,,,,,,
880,Jakarta Belanja Seru,Lumayan bikin cerah sabun nya... Pengiriman cepat syekalee... Sabun nya unyu unyu bgd... Lucu deh... Syuka syekalee poko nya blnja di lazada... Thx lazada dan seller,positif,,,,,,
881,Jakarta Belanja Seru,"Kerennnn cepet banget sampenya trs trusted lagi serumnya sampe"" si mama bilang mukanya kinclong hhe thanks kak semoga kualitasnya tetap terjaga",positif,,,,,,
882,Jakarta Belanja Seru,"Barang yg saya terima bungkus nya dilipet dua gitu trus dimasukin ke kardus kecil kaya dipaksa pas pakingannya, jadinya lecek bungkus nya, padahal buat di jual lagi, Tolong tingkatkan ya, untuk hadiah masker bibirnya pas dipake dibibir agak gatal ranyeng gitu",negatif,,,,,,
883,Jakarta Belanja Seru,"agak kecewa sama barag yang sampai masa botol serum nya itu bisa pecah di ujung h'uft baru sekali pesan disini semoga cocok kalau cocok aku langgana pasti besok"" tolong di perhatikan pengemasan nya ya biar gk kecewa"" bgt , satu dllu ko emang bagus ditambah lagi , untuk pelayanan nya ya lumayan cepat thakyou lazada",negatif,,,,,,
884,Jakarta Belanja Seru,"Yg muka dan tubuh mau putih bersih harus wajib pake sabun kopi ini. Krn sy udh merasakannya.. Baru 3x pake udh keliatan banget hasilnya. Mau pesen lg, smoga masih promo..",positif,,,,,,
885,Jakarta Belanja Seru,"Jgn kirim yg uda exp dong.. Cek dulu sbelum di kirim,, buat rugi aja.. Jangan mentang"" kasih hadiah trus asal kirim produk.. Tolong di perhatikan ya lazada",negatif,,,,,,
886,Jakarta Belanja Seru,"creamnya kasar, dan baunya sangat tidak enak. Membuat perut mual, saya pernah buat sendiri minyak kemiri tapi tidak bau seperti ini.",negatif,,,,,,
887,Jakarta Belanja Seru,Wahhh cocok bangetzz deh pakai ini puas banget pengiriman cepat kurir ramah buat kalian yang belum coba aku saranin pakai ini aja dech bangus hasilnya sangat memuaskan Tks lazada,positif,,,,,,
888,Jakarta Belanja Seru,Klo jualan yg benar dong barangny sdh keluar semua isiy merugikan orang sembarangan aj,negatif,,,,,,
889,Jakarta Belanja Seru,Pengiriman sangat super cepat pesan malam siangnya sudah sampe. Barangnya pun berkualitas dengan harga terjangkau. Thank untuk semua pihak yang bersangkutan,positif,,,,,,
890,Jakarta Belanja Seru,"Saya pake ertos ini malah jerawatan , ini kenapa yah barang nya jelek atau gmna",negatif,,,,,,
891,Jakarta Belanja Seru,Pengiriman lama lewat estimasi waktu hampir 8 hari... Jangan ada yang beli diseller ini....,negatif,,,,,,
892,Jakarta Belanja Seru,"masker shisedo gold udh expt malah di kasih ke konsumen,takut pakenya tar malah pd bruntusan",negatif,,,,,,
893,Jakarta Belanja Seru,Perih dimata. Malah yg satu gak mau nempel sama sekali dimata. Klo anda yg beli. Pasti anda pun menyayangkan keluar uang buat beli barang. Tp barangnya tidak layak pakai!!!,negatif,,,,,,
